순위,상품번호,도서명,부제목,저자,출판사,출판일,할인율,판매가,정가,판매지수,리뷰수,평점
108,189188156,Do it! 바이브 코딩 + 안티그래비티,구글 AI+제미나이+나노 바나나+수파베이스+버셀+MCP,조준수,이지스퍼블리싱,2026년 05월,10%,"21,600원","24,000원","1,731",13,10.0
109,189610283,처음 시작하는 클라우드와 AWS,"비유와 예제로 배우는 기본 개념부터, 다양한 실습 프로젝트까지",허유빈,아이콕스(iCox),2026년 06월,10%,"18,900원","21,000원","3,744",0,
110,188012932,된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정,,"정인걸,김경수",이지스퍼블리싱,2026년 05월,10%,"21,600원","24,000원","2,358",8,10.0
111,184570770,인스타그램 릴스 & 알고리즘 공략법 : 100만 조회수 만들기,,서진원,이은북,2026년 04월,10%,"16,020원","17,800원","2,004",122,9.9
112,183708092,돈이 들어오는 무재고 위탁판매 쇼핑몰,도매매&스마트스토어&쿠팡으로 운영하는 무재고 위탁판매 가이드,전진수,혜지원,2026년 03월,10%,"15,300원","17,000원","1,314",5,10.0
113,182507308,AI 협업 글쓰기 실전 가이드 글쓰기는 프롬프트다,,오창근,성안당,2026년 03월,10%,"22,500원","25,000원","1,056",27,9.9
114,182134623,옵시디언 프로페셔널 노트,플러그인과 AI로 확장하는 지식 관리 워크플로,구요한,리코멘드,2026년 03월,10%,"22,500원","25,000원","6,108",34,9.9
115,176901915,"요즘 교사를 위한 체육 수업 에듀테크 활용법 : 요즘 체육 수업, 에듀테크로 설계하고 기록되고 성장으로 남는다!","체듀테크(체육+에듀테크), 체육수업설계, 학생성장기록, 시범부담해소, 교실/체육관 대안수업, 체육수업데이터화, 자기주도적 신체활동, AI기반체육수업","임우균,서지원",앤써북,2026년 02월,10%,"15,120원","16,800원","1,971",19,10.0
116,176538801,팔란티어처럼 해체하고 연결하고 장악하라,"비즈니스를 압도적 결과로 이끄는 유일한 AI 운영체제, 온톨로지",정관영,골든래빗,2026년 02월,10%,"21,600원","24,000원","4,008",62,10.0
117,175901523,데이터 엔지니어링 디자인 패턴,"데이터 수집부터 품질, 오케스트레이션, 관찰 가능성까지 반복되는 문제를 해결하는 70가지 패턴 전략",바르토시 코니에치니저/김인범역,한빛미디어,2026년 01월,10%,"31,500원","35,000원","1,158",12,9.8
118,167841837,Google로 수업을 바꾸는 교사들의 시크릿,"교실을 넘어, 더 넓은 세상과 연결되는 수업. Google로 가르치는 즐거움","정진아,권재범,김학민,박빛나,박오종저 외 2명정보 더 보기/감추기정진아권재범김학민박빛나박오종심하루강경욱",교사크리에이터협회,2025년 12월,10%,"18,900원","21,000원","4,002",54,10.0
119,165239801,대체불가 AI 영상 제작 완전정복,챗GPT로 기획하고 제너레이티드 포토스·아트브리더·구글 베오·나노 바나나(Flash 2.5)·미드저니·프리픽·시드림·수노 AI·일레븐랩스·클링AI·런웨이·피카·소라2·컴피UI·캡컷 AI로 완성하기,이용태,책바세,2025년 12월,10%,"26,100원","29,000원","8,796",14,9.7
120,163496515,멘토시리즈 일러스트레이터,,코리아교육그룹 교육연구소,코리아교육그룹,2025년 09월,10%,"25,200원","28,000원","3,660",1,10.0
121,152553545,된다! 미리캔버스&캔바 디자인 수업,,방구석 다람쥐(배가을),이지스퍼블리싱,2025년 09월,10%,"21,600원","24,000원","8,370",26,9.8
122,152399336,기술·가정 교사가 만든 기술·가정 교사를 위한 찐 실전 챗GPT (생성형 AI (에듀테크) 기술·가정 수업 활용하기!),캔바·미리캔버스·감마·패들렛·코파일럿·뤼튼·챗GPT·클리포·AI 마음일기·코스페이시스·틴커캐드·창업 프로젝트·주택 만들기 프로젝트·책임소비봇 프로젝트·AI 미디어 크래프트 프로젝트,"봉우리,이호준,윤지원,김보정",광문각출판미디어,2025년 08월,,"17,000원","17,000원","2,478",11,10.0
123,146036009,Do it! LLM을 활용한 AI 에이전트 개발 입문,GPT API+딥시크+라마+랭체인+랭그래프+RAG,이성용,이지스퍼블리싱,2025년 05월,10%,"31,500원","35,000원","17,457",22,9.7
124,143786416,교사를 위한 패들렛 Padlet,기초부터 심화까지/학생참여형수업/샌드박스/패들렛AI/템플릿 및 기능별 수업 활용 사례,안익재,앤써북,2025년 03월,10%,"15,120원","16,800원","12,678",47,10.0
125,141787639,밑바닥부터 시작하는 딥러닝 1,파이썬으로 익히는 딥러닝 이론과 구현,사이토 고키저/개앞맵시역,한빛미디어,2025년 01월,10%,"23,400원","26,000원","9,777",138,9.3
126,130156178,"2022 개정 교육과정 평가, AI로 날개를 달다 (개념기반 교육과정)","백워드 설계, 루브릭, 성장중심평가, AI코스웨어, 사회정서학습, IB교육, 평가와 피드백 지원 플랫폼","지미정,오한나,노명호,권의선,김영수저 외 4명정보 더 보기/감추기지미정오한나노명호권의선김영수이진원장희영소민영조보현",앤써북,2024년 09월,10%,"18,900원","21,000원","11,106",19,9.9
127,125830483,혼자 공부하는 네트워크,,강민철,한빛미디어,2024년 04월,10%,"25,200원","28,000원","8,664",48,9.8
128,122598455,된다! 7일 실무 한글,"기초부터 스타일, 메일 머지까지!",한정희,이지스퍼블리싱,2023년 10월,10%,"16,200원","18,000원","4,830",46,9.8
129,119267145,린 스타트업 (10주년 기념판),"린 캔버스 창시자가 전하는 설계, 검증, 성장 3단계 스타트업 가이드",애시 모리아저/권혜정역,한빛미디어,2023년 06월,10%,"21,600원","24,000원","3,294",34,9.8
130,113485068,후니의 쉽게 쓴 시스코 네트워킹,,진강훈등,성안당,2024년 08월,10%,"38,700원","43,000원","4,509",7,9.4
131,112941801,회사는 엑셀을 가르쳐주지 않아요,,쏘피(박성희),메가스터디북스,2022년 09월,10%,"16,200원","18,000원","15,234",79,9.7
132,108748709,코딩 자율학습 HTML + CSS + 자바스크립트,기초부터 반응형 웹까지 초보자를 위한 웹 개발 입문서,김기수,길벗,2022년 04월,10%,"24,300원","27,000원","5,820",196,9.8
133,11523815,좋은 사진을 만드는 정승익의 사진 구도,,정승익,한빛미디어,2013년 11월,10%,"17,100원","19,000원","5,220",65,9.5
134,7921251,린 스타트업,지속적 혁신을 실현하는 창업의 과학,"에릭 리스저 /이창수,송우일공역",인사이트(insight),2012년 11월,10%,"16,200원","18,000원","6,078",28,6.4
135,188600611,이게 되네? 나노바나나 2 AI 비포&애프터 미친 활용법 82제,"포토샵 없이 제미나이로 5초 컷! 프리픽, 씨드림, 미드저니까지 나만의 AI 사진관 한 권으로 끝내기",쌩초,골든래빗,2026년 05월,10%,"21,600원","24,000원","2,862",96,10.0
136,184269953,수업과 업무에 바로 적용하는 생성형 AI 활용 58제,"챗GPT, 제미나이, 클로드, 노트북LM, 바이브코딩, 수업활용, 업무자동화, 교육용AI챗봇 / 수업 준비, 평가, 학급운영, 행정업무, 지식시스템 구축하기 까지",임세범,앤써북,2026년 04월,10%,"16,920원","18,800원","3,546",7,9.7
137,152079426,바로 배워서 바로 써먹는 바이브 코딩,"캔바, 구글 앱스크립트, 파이어베이스, 러버블까지, 웹 앱 개발 도구를 활용한 AI 융합 교육 가이드","박찬,김병석,전수연,김지용,구현희저 외 3명정보 더 보기/감추기박찬김병석전수연김지용구현희전채원홍찬우이상선",다빈치books,2025년 09월,10%,"19,800원","22,000원","20,817",43,10.0
138,148080194,동영상편집 최강자 캡컷,,오상열,아이콕스(iCox),2025년 07월,10%,"13,500원","15,000원","3,648",1,10.0
139,189850864,크리에이터 김연지의 돈 되는 AI 콘텐츠 설계,프롬프트로 기획하고 하네스 엔지니어링으로 완성하는 상위 1%의 수익 자동화,김연지,한빛비즈,2026년 05월,10%,"18,000원","20,000원","1,914",10,10.0
140,189590860,AI 시대 사수 없는 마케터의 질문 수업,"마케팅 본질은 지키고 AI는 무기로 만드는 가장 쉬운 마케팅 공부, 마케팅 기본기 + AI 질문력",이효정,리코멘드,2026년 05월,10%,"19,800원","22,000원",909,12,9.8
141,189521546,AI로 10배 빠르게 일하는 법,,"이도혜,고신복,김경태,박소희,박은혜저 외 7명정보 더 보기/감추기이도혜고신복김경태박소희박은혜양유직오세종정광우조난영진효식허난희김진선",미디어북,2026년 05월,,"20,000원","20,000원","3,579",43,10.0
142,188108093,맛있는 디자인 포토샵 CC 2026,"나노바나나, 파이어플라이 AI로 쉽게 만들고 포토샵으로 완성하는 디자인 기본서",윤이사라,한빛미디어,2026년 04월,10%,"23,400원","26,000원","1,377",41,9.9
143,187726388,하나면 다-된다 챗GPT,일 잘하는 AI 비서가 퀄리티는 높이고 비용은 0으로! GPT-IMAGE-2 덕테이프,"민지영,문수민,앤미디어",성안당,2026년 04월,5%,"21,850원","23,000원",906,22,10.0
144,183539313,AI 시대 서·논술형 평가 설계 바이블,현직 수석교사와 교사가 들려주는 새로운 시대의 평가 이야기,"조현준,이근숙,권좌실,이슬기,엄주연저 외 1명정보 더 보기/감추기조현준이근숙권좌실이슬기엄주연오덕수",에듀니티교육연구소(에듀니티),2026년 03월,10%,"19,800원","22,000원","4,680",9,10.0
145,182958115,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기",,"이재윤,정해준",이지스퍼블리싱,2026년 03월,10%,"18,900원","21,000원","3,990",15,9.5
146,174048990,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108","기획, 마케팅, 디자인 실무자가 꼭 알아야 할 고객의 마음 공식",321web(미쓰이 마사유키)저/김현미역,시프트,2026년 01월,10%,"16,200원","18,000원","4,812",14,10.0
147,168263935,AI 잘 쓰는 디자이너,"나노 바나나부터 미드저니, 피그마, 캡컷, 수노, 런웨이까지!",전하린,이지스퍼블리싱,2025년 12월,10%,"18,900원","21,000원","2,946",11,10.0
148,167430900,파이썬으로 시작하는 인공지능 기초 수업,중고등학생을 위한 인공지능 코딩 입문서,"채상미,우범윤,이준용",길벗,2025년 11월,10%,"22,500원","25,000원","2,376",0,
149,163495217,학교 업무가 쉬워지는 구글 스프레드시트 실전 가이드북,“칼퇴하는 옆반 선생님의 비밀!”,"김동호,민동수,박준택,오보람,윤수진저 외 1명정보 더 보기/감추기김동호민동수박준택오보람윤수진나혜진",씨마스21,2026년 01월,10%,"19,800원","22,000원","7,146",33,10.0
150,153029475,요즘 바이브 코딩 커서 AI 30가지 프로그램 만들기,"인공지능 코딩, 랜딩 페이지, 바탕화면 정리 앱, PDF 편집기, 이메일 자동화, 주식 크롤링, QR 코드 생성기, GPT 블로그 생성기",박현규,골든래빗,2025년 09월,10%,"21,600원","24,000원","15,072",85,9.9
151,151789405,정지훈의 양자 컴퓨터 강의,AI 다음의 게임 체인저 양자 컴퓨터의 모든 것,정지훈,한빛미디어,2025년 08월,10%,"21,600원","24,000원","12,900",22,9.5
152,151066074,회사에서 바로 통하는 실무 엑셀 파워포인트 워드&한글,"챗GPT&AI 활용, 모든 버전 사용 가능","전미진,이화진,신면철",한빛미디어,2025년 08월,10%,"24,300원","27,000원","13,140",42,9.6
153,146828240,핸즈온 LLM,"프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념","제이 알아마르,마르턴 흐루턴도르스트저/박해선역",한빛미디어,2025년 06월,10%,"34,200원","38,000원","6,744",25,9.8
154,142201171,마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷,"릴스 마법사 롱제이의 인스타그램, 유튜브 채널 운영을 위한 숏폼 영상 촬영 편집 꿀팁!",김지희,시프트,2025년 03월,10%,"20,700원","23,000원","13,128",32,9.9
155,141746357,도덕적인 AI,"딥페이크부터 로봇 의사까지, 인공지능 윤리를 위한 일곱 가지 물음","월터 시넛 암스트롱,재나 셰익 보그,빈센트 코니처저/박초월역",김영사,2025년 01월,10%,"19,800원","22,000원","5,502",13,9.8
156,129392318,디자인 구구단,"디자인이 필요한 순간, '툭' 튀어나오는 디자인 공식",에이핫,길벗,2024년 08월,10%,"18,000원","20,000원","6,540",77,9.6
157,126987524,모두를 위한 메타버스 스토리텔링 젭(ZEP) 크리에이터,스토리텔링 기반으로 보다 쉽게 젭(ZEP) 만들기!,"송해남,김태령,박미림,전혜린",광문각출판미디어,2024년 06월,,"18,000원","18,000원",978,13,10.0
158,126161512,코딩 테스트 합격자 되기 - C++ 편,프로그래머스 제공 100 문제로 완벽 대비,박경록,골든래빗,2024년 05월,10%,"40,500원","45,000원","1,134",25,10.0
159,125483821,마인크래프트 건축 아이디어 북,,Mojang Studio저/이주안역,영진닷컴,2024년 03월,10%,"22,500원","25,000원","1,860",19,10.0
160,116962528,세계관을 창조하는 판타지 배색 아이디어 사전,,사쿠라이 테루코저/하시 카츠카메그림/허영은역,한스미디어,2023년 01월,10%,"5,625원","6,250원",432,4,10.0
161,112630905,The art of game design (한국어판),,"윤형섭,한호성",홍릉과학출판사,2022년 09월,5%,"37,050원","39,000원","1,470",0,
162,104661489,혼자 공부하는 SQL,1:1 과외하듯 배우는 데이터베이스 자습서,우재남,한빛미디어,2021년 11월,10%,"21,600원","24,000원","4,716",52,9.7
163,72227684,모두의 데이터 분석 with 파이썬,실생활 예제로 시작하는 데이터 분석 첫걸음,"송석리,이현아",길벗,2019년 04월,10%,"16,200원","18,000원","3,357",34,9.4
164,59566585,데이터 중심 애플리케이션 설계,신뢰할 수 있고 확장 가능하며 유지보수하기 쉬운 시스템을 지탱하는 핵심 아이디어,"마틴 클레프만저/정재부,김영준,이도경역",위키북스,2018년 04월,10%,"32,400원","36,000원","3,804",21,8.8
165,191208982,파이썬의 도구들,22가지 라이브러리와  REST API로 만드는  9개의 완성품,정국진,영진닷컴,2026년 06월,10%,"21,600원","24,000원",540,0,
166,191005751,컨설턴트의 사고법,"컨설팅 이론에서 실행까지, 프로젝트 전 과정을 관통하는 실전 방법론",나정호,나앤북,2026년 06월,10%,"20,700원","23,000원","1,002",0,
167,191321747,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 제미나이,"나노바나나, Omni, 노트북LM, 구글 AI 스튜디오를 활용한 학교 수업 자료 만들기","김태훈,손민지,김한나",한빛미디어,2026년 06월,10%,"19,800원","22,000원",360,2,10.0
168,191005623,에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼,"프로젝트 전략-구조화된 프롬프트 설계와 GDD 자동화, AI 애셋 전략- ComfyUI와 3D 파이프라인, 2D 게임 로직-바이브 코딩 실전, TPS 프로젝트 실전-Codex CLI+JetBrains Rider, LLM 연동 툴 제작-Python·MCP·EUW","이영호,이영훈,탁광욱,김현진,나유선저 외 2명정보 더 보기/감추기이영호이영훈탁광욱김현진나유선박현상배주백",성안당,2026년 06월,5%,"39,900원","42,000원",300,0,
169,190997764,AI 3D 모델링,,양영민,비엘북스,2026년 06월,10%,"22,500원","25,000원",642,0,
170,190272030,처음 시작하는 바이브 코딩,"ChatGPT, 클로드, Dify, Bolt로 누구나 만들 수 있는 앱 제작 입문","사카이 마리코,KEITO저/고범석,이한나역",영진닷컴,2026년 06월,10%,"18,000원","20,000원",762,8,9.3
